month,merchant_id,total_sales,order_count,merchant_name,city_id,rank
October 2023,c5e2a,32874.54,225,Curry Corner,5,65
October 2023,b3e8f,32517.22,239,Sushi Delight,2,66
October 2023,8a2c6,32345.02,208,Sandwich Hub,1,67
October 2023,e8c2b,32060.62,250,BBQ Nation,5,68
October 2023,6d8e2,31920.48,268,Salad Stop,8,69
October 2023,6c3f2,31764.170000000002,221,Wings Spot,5,70
October 2023,f3b8d,31677.3,243,Taco Express,1,71
October 2023,e9a1c,31672.69,319,Donut Den,8,72
October 2023,b0e7f,30930.14,350,Dumpling World,2,73
October 2023,1c2e6,30162.26,260,Shawarma Express,7,74
October 2023,0e1f9,29231.66,239,Dim Sum Delight,2,75
October 2023,c9f0b,28707.58,369,Smoothie King,5,76
October 2023,4f0c5,28119.68,315,Ramen Express,2,77
October 2023,2f3d7,28015.36,216,French Bistro,5,78
October 2023,e7a2f,27900.05,217,Crepe Delight,4,79
October 2023,7f2c1,26786.2,289,Dumpling Delight,5,80
October 2023,7d3c1,26117.33,236,Taco Villa,6,81
October 2023,d1e9b,25701.4,174,Falafel Express,2,82
October 2023,3c7e9,25479.16,270,Pancake House,6,83
October 2023,d3b6a,24738.3,242,Hot Dog Hut,1,84
October 2023,5e7b2,24017.6,234,Smoothie Bar,2,85
October 2023,4e2d1,23983.46,183,Burger Bliss,5,86
October 2023,6f1c4,23966.55,202,French Toast Cafe,2,87
October 2023,6d0f7,22991.06,193,Chili House,5,88
October 2023,7d4e1,22957.26,194,Dim Sum Palace,5,89
October 2023,0c5d8,21372.44,211,Burger Joint,8,90
October 2023,f8a3d,20123.69,170,BBQ Spot,2,91
October 2023,9b5a0,19004.02,197,Noodle Nest,5,92
October 2023,4c9a2,18982.63,142,Steak Express,8,93
October 2023,b9e5f,18266.14,171,Fish Shack,8,94
October 2023,2a9c5,17947.12,144,Curry Spot,5,95
October 2023,2d7a9,17874.66,177,Korean Kitchen,1,96
October 2023,5f1d3,17730.78,180,Seafood Express,5,97
October 2023,d6e4a,16315.39,172,Rice Express,1,98
October 2023,8e9a0,15557.11,153,Mediterranean Delight,8,99
October 2023,b9e8c,13144.23,125,Curry Delight,8,100
