month,merchant_id,total_sales,order_count,merchant_name,city_id,rank
January 2023,9b4c2,35454.79,291,Fish & Chips Co.,1,56
January 2023,7f2c1,34964.17,301,Dumpling Delight,5,57
January 2023,7c5b9,34671.48,345,Pizza Palace,5,58
January 2023,1a5f4,34477.26,311,Shawarma Shack,5,59
January 2023,6a9c1,34235.45,242,Falafel Stop,2,60
January 2023,9a8c5,34201.93,305,Veggie World,5,61
January 2023,4a3e6,33967.65,339,Gourmet Grill,1,62
January 2023,6d8e2,33897.56,275,Salad Stop,8,63
January 2023,0e1f9,33402.25,265,Dim Sum Delight,2,64
January 2023,3b1c6,32360.07,192,Salad Express,5,65
January 2023,6c3f2,32024.54,218,Wings Spot,5,66
January 2023,e9a1c,31794.33,295,Donut Den,8,67
January 2023,b3e8f,31763.739999999998,254,Sushi Delight,2,68
January 2023,d3b6a,31668.52,227,Hot Dog Hut,1,69
January 2023,a3e8b,31098.4,306,Indian Spice,8,70
January 2023,8d5f9,31025.65,258,Wings Express,2,71
January 2023,f9e4c,30761.72,295,Poke Bar,5,72
January 2023,e8c2b,30395.26,281,BBQ Nation,5,73
January 2023,3e2b6,30232.0,347,Bagel Bros,8,74
January 2023,1c2e6,30013.47,278,Shawarma Express,7,75
January 2023,4f0c5,29678.61,315,Ramen Express,2,76
January 2023,b2d8e,29485.38,267,Curry House,8,77
January 2023,4b1d7,29217.9,233,Pizza Haven,5,78
January 2023,5e7b2,29192.53,239,Smoothie Bar,2,79
January 2023,a4f0b,28689.02,179,Hot Dog Express,8,80
January 2023,2e8a5,26727.09,234,Burger Barn,8,81
January 2023,7d3c1,25489.43,227,Taco Villa,6,82
January 2023,e7a2f,24855.56,197,Crepe Delight,4,83
January 2023,d1e9b,24422.95,186,Falafel Express,2,84
January 2023,4e2d1,23627.0,186,Burger Bliss,5,85
January 2023,6f1c4,23580.8,219,French Toast Cafe,2,86
January 2023,2d7a9,23199.53,177,Korean Kitchen,1,87
January 2023,4c9a2,22887.28,144,Steak Express,8,88
January 2023,b9e5f,21509.14,194,Fish Shack,8,89
January 2023,0c5d8,20917.73,193,Burger Joint,8,90
January 2023,9b5a0,20506.57,212,Noodle Nest,5,91
January 2023,f8a3d,19908.64,168,BBQ Spot,2,92
January 2023,8e9a0,19357.89,138,Mediterranean Delight,8,93
January 2023,d6e4a,19092.77,171,Rice Express,1,94
January 2023,5f1d3,18783.57,193,Seafood Express,5,95
January 2023,2f3d7,17995.84,218,French Bistro,5,96
January 2023,6d0f7,17716.26,190,Chili House,5,97
January 2023,2a9c5,17619.03,158,Curry Spot,5,98
January 2023,8a2c6,17184.15,214,Sandwich Hub,1,99
January 2023,b9e8c,12469.2,130,Curry Delight,8,100
